Students	1177
159	269 310 263 740 548 631 64 
158	341 313 308 514 
609	172 50 202 682 
608	412 374 359 433 359 
1161	458 150 172 15 295 717 
634	382 433 147 431 
399	115 45 457 374 
635	171 209 217 684 
749	741 62 457 514 
958	69 45 163 665 
398	209 313 671 738 
48	160 174 160 445 174 108 
49	29 72 460 98 
46	74 729 729 548 322 322 262 64 
47	172 121 313 714 
44	172 15 192 704 
45	322 333 333 740 425 322 
42	565 528 213 
43	684 172 313 704 
40	71 258 18 585 691 
41	173 204 459 58 
1111	458 321 150 412 651 651 532 45 
638	96 172 115 15 
1113	209 478 386 29 
1112	342 65 174 174 454 488 
5	374 353 709 709 590 632 
1114	359 295 359 704 313 
1117	666 489 573 237 487 107 
639	193 228 153 535 
1118	730 669 265 341 
1173	313 193 509 321 356 
1185	428 174 585 108 
1163	386 96 437 27 
489	651 651 313 282 22 
488	431 628 738 
487	19 160 160 386 323 
486	321 305 192 325 466 
485	352 98 360 580 
484	651 651 737 344 412 737 
483	243 444 211 217 319 399 709 709 
482	113 424 7 144 
481	313 341 359 632 359 
480	669 213 528 
955	72 352 155 
472	193 45 455 63 
473	278 8 55 561 66 622 
470	229 202 308 612 
471	651 651 549 737 737 341 
476	702 24 524 296 
477	631 573 321 328 116 388 
474	733 108 436 188 312 
475	448 669 213 528 
478	254 268 473 695 63 
479	199 15 478 58 
