Student,Course ID,Subject,College,Level,Section,Status,Stat Dt,Add Dt,Drop Dt,Unit Taken,Instructor ID,Start_1,Srt1 AM/PM,Dec Start Time,End 1,End 1 AMPM,Dec End Time,Days 1,Facil ID 1,Building 1,Room 1
128,687,ICPR,H,2,1,D,11/13/13,11/13/13,1/28/14,1,43,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA217,SHA,217
128,251,POLS,H,3,1,D,11/13/13,11/13/13,1/28/14,1,230,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,T,STO10,STO,10
128,731,FREN,H,2,1,E,1/28/14,1/28/14,,1,228,2:30:00 PM, 2:30 PM,14.50,3:30:00 PM, 3:30 PM,15.5,M W,STO119,STO,119
128,350,POLS,H,2,1,E,1/28/14,1/28/14,,1,88,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,STO14,STO,14
129,121,WRPR,H,1,1,E,11/14/13,11/14/13,,1,41,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,HLL106,HLL,106
129,123,SOCL,H,2,1,E,11/14/13,11/14/13,,1,170,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,HLS204,HLS,204
129,224,SPAN,H,2,1,D,11/14/13,11/14/13,1/31/14,1,18,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,T,SHA217,SHA,217
129,192,BIOL,H,1,1,E,11/14/13,11/14/13,,1,26,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STO10,STO,10
129,445,POLS,H,1,1,E,11/14/13,11/14/13,,1,88,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO10,STO,10
130,659,EDUC,H,2,1,E,11/15/13,11/15/13,,1,180,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,CHS101,CHS,101
130,134,ENVS,H,2,1,D,1/30/14,1/30/14,1/31/14,1,160,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,GST103,GST,103
130,311,PHIL,H,2,1,E,1/29/14,1/29/14,,1,241,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,HLL106,HLL,106
130,370,ENGL,H,2,1,D,11/15/13,11/15/13,1/29/14,1,318,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,M,HLL107,HLL,107
130,19,ANTH,H,2,1,E,11/15/13,11/15/13,,1,160,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,HLL107,HLL,107
130,236,LATN,H,0,1,E,11/15/13,11/15/13,,1,74,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLL112,HLL,112
131,455,HART,B,2,1,D,02-07-14,1/30/14,02-07-14,1,332,9:55:00 AM, 9:55 AM,9.92,11:15:00 AM,11:15 AM,11.3,T H,CARP21,CARP,21
131,115,ANTH,H,1,1,E,1/31/14,1/31/14,,1,97,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,CHS101,CHS,101
131,585,ANTH,H,2,1,E,11/15/13,11/15/13,,1,97,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,CHS101,CHS,101
131,7,PHYS,H,1,1,E,11/15/13,11/15/13,,1,178,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,CHSAUD,CHS,AUD
131,438,RELG,H,2,1,D,1/28/14,1/28/14,1/30/14,1,323,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL112,HLL,112
131,720,CHEM,H,1,1,D,11/15/13,11/15/13,1/30/14,1,95,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA412,SHA,412
131,192,BIOL,H,1,1,D,11/15/13,11/15/13,1/28/14,1,26,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STO10,STO,10
132,449,ENGL,B,2,1,D,11/15/13,11/15/13,1/25/14,1,129,1:10:00 PM, 1:10 PM,13.17,2:30:00 PM, 2:30 PM,14.5,M W,DAL300,DAL,300
132,381,ENGL,B,2,1,D,11/15/13,11/15/13,12-02-13,1,219,1:10:00 PM, 1:10 PM,13.17,4:00:00 PM, 4:00 PM,16,M,EHLEC,EH,LEC
132,207,ENGL,B,3,1,D,11/15/13,11/15/13,1/25/14,1,45,10:10:00 AM,10:10 AM,10.17,11:30:00 AM,11:30 AM,11.5,M W,EHLEC,EH,LEC
132,118,ENGL,H,2,1,E,1/25/14,1/25/14,,1,110,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,W,ESTW309,ESTW,309
132,360,ENGL,H,3,1,E,11/15/13,11/15/13,,1,124,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL112,HLL,112
132,600,ARTD,B,3,1,E,02-03-14,02-03-14,,0.5,287,4:10:00 PM, 4:10 PM,16.17,5:30:00 PM, 5:30 PM,17.5,M,PEMSTD,PE,STUD
132,44,ARTD,B,3,1,E,02-03-14,02-03-14,,0.5,128,5:40:00 PM, 5:40 PM,17.67,8:00:00 PM, 8:00 PM,20,T,PEMSTD,PE,STUD
132,557,RELG,H,3,1,E,11/15/13,11/15/13,,1,187,10:00:00 AM,10:00 AM,10.00,12:30:00 PM,12:30 PM,12.5,M,WDS,WDS,
132,140,ARTS,H,2,1,D,1/25/14,1/25/14,1/25/14,1,311,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,,,
133,115,RELG,H,1,1,E,1/30/14,1/30/14,,1,97,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,CHS101,CHS,101
133,659,EDUC,H,2,1,E,11-04-13,11-04-13,,1,180,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,CHS101,CHS,101
133,549,PHIL,H,1,1,D,11/15/13,11/15/13,02-03-14,1,77,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,GST101,GST,101
133,127,WRPR,H,1,1,E,11-04-13,11-04-13,,1,127,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,HLL201,HLL,201
133,98,SPAN,H,0,1,E,11/15/13,11/15/13,,1,4,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLL6,HLL,6
133,445,POLS,H,1,1,D,11-04-13,11-04-13,11/15/13,1,88,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO10,STO,10
133,238,POLS,H,2,1,D,11-04-13,11-04-13,11/15/13,1,232,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,STO18,STO,18
134,654,PSYC,B,3,1,E,1/29/14,1/29/14,,1,315,1:10:00 PM, 1:10 PM,13.17,2:00:00 PM, 2:00 PM,14,M W F,BYC127,BYC,127
134,377,RELG,H,3,1,E,11-07-13,11-07-13,,1,323,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,H,GST101,GST,101
134,304,BIOL,B,1,1,E,11-07-13,11-07-13,,1,109,10:10:00 AM,10:10 AM,10.17,11:00:00 AM,11:00 AM,11,M W F,PK20,PK,20
134,304,BIOL,B,1,00B,E,11-07-13,11-07-13,,0,244,1:40:00 PM, 1:40 PM,13.67,4:30:00 PM, 4:30 PM,16.5,T,PK20,PK,20
134,279,PHYS,B,1,00C,E,11-07-13,11-07-13,,0,303,10:55:00 AM,10:55 AM,10.92,12:45:00 PM,12:45 PM,12.8,T,PK234,PK,234
134,279,PHYS,B,1,2,E,11-07-13,11-07-13,,1,94,9:10:00 AM, 9:10 AM,9.17,10:00:00 AM,10:00 AM,10,M W F,PK243,PK,243
134,63,PSYC,H,2,1,D,11-07-13,11-07-13,1/29/14,1,31,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,T,SHA410,SHA,410
135,7,PHYS,H,1,1,E,1/29/14,1/29/14,,1,178,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,CHSAUD,CHS,AUD
135,324,PHIL,H,3,1,E,1/24/14,1/24/14,,1,189,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,T,GST103,GST,103
135,370,ENGL,H,2,1,D,11-06-13,11-06-13,1/24/14,1,318,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,M,HLL107,HLL,107
135,199,HIST,H,2,1,E,11-06-13,11-06-13,,1,239,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL107,HLL,107
135,165,HIST,H,3,1,E,11-06-13,11-06-13,,1,105,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,W,MAGILLMR,MAGILL,MORLEY ROO
135,720,CHEM,H,1,1,D,11-06-13,11-06-13,1/24/14,1,95,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA412,SHA,412
136,381,ENGL,B,2,1,D,11/14/13,11/14/13,12-02-13,1,219,1:10:00 PM, 1:10 PM,13.17,4:00:00 PM, 4:00 PM,16,M,EHLEC,EH,LEC
136,118,ENGL,H,2,1,E,11/14/13,11/14/13,,1,110,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,W,ESTW309,ESTW,309
136,36,RELG,H,3,1,D,11/14/13,11/14/13,1/26/14,1,17,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,GST102,GST,102
136,746,ENGL,H,3,1,D,11/14/13,11/14/13,1/26/14,1,218,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,T,WDS,WDS,
137,737,CHEM,H,2,00B,E,11/15/13,11/15/13,,0,119,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,T,ESTW307,ESTW,307
137,344,PSYC,H,2,1,D,5/15/14,02-03-14,5/15/14,1,248,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA410,SHA,410
137,62,PSYC,H,2,1,E,11/15/13,11/15/13,,1,87,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,SHA410,SHA,410
137,63,PSYC,H,2,1,D,11/15/13,11/15/13,1/29/14,1,31,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,T,SHA410,SHA,410
137,204,PSYC,H,2,1,E,11/15/13,11/15/13,,1,54,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,SHA412,SHA,412
137,651,BIOL,H,2,1,E,11/15/13,11/15/13,,1,296,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD,SHA,AUD
137,737,CHEM,H,2,1,E,11/15/13,11/15/13,,1,9,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,SHAAUD,SHA,AUD
137,651,BIOL,H,2,00C,E,11/15/13,11/15/13,,0,246,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,H,,,
138,363,PHIL,H,1,1,E,11-11-13,11-11-13,,1,189,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,GST101,GST,101
138,308,MATH,H,2,1,E,1/30/14,1/30/14,,1,304,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,HLS109,HLS,109
138,524,MATH,B,2,1,E,11-11-13,11-11-13,,1,271,2:40:00 PM, 2:40 PM,14.67,4:00:00 PM, 4:00 PM,16,M W,PK336,PK,336
138,296,MATH,B,2,2,E,11-11-13,11-11-13,,1,59,1:10:00 PM, 1:10 PM,13.17,2:00:00 PM, 2:00 PM,14,M W F,PK338,PK,338
138,91,ICPR,H,1,1,D,1/22/14,11-11-13,1/22/14,1,43,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,SHA217,SHA,217
138,274,PHIL,B,1,1,D,11-11-13,11-11-13,1/30/14,1,144,2:25:00 PM, 2:25 PM,14.42,3:45:00 PM, 3:45 PM,15.8,T H,TH111,TH,111
139,709,PHYS,H,1,2,E,11-04-13,11-04-13,,1,56,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,ESTW309,ESTW,309
139,363,PHIL,H,1,1,D,11/14/13,11/14/13,1/18/14,1,189,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,GST101,GST,101
139,309,HIST,H,1,1,E,11-08-13,11-08-13,,1,300,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL201,HLL,201
139,709,PHYS,H,1,00A,E,11-04-13,11-04-13,,0,,1:15:00 PM, 1:15 PM,13.25,4:00:00 PM, 4:00 PM,16,T,HLS105,HLS,105
139,563,MATH,H,1,1,D,11-04-13,11-04-13,11-08-13,1,261,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS108,HLS,108
139,632,MATH,H,1,1,E,11-08-13,11-08-13,,1,134,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,SHAAUD,SHA,AUD
139,209,POLS,H,1,1,E,11-05-13,11-05-13,,1,230,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STO10,STO,10
140,691,ECON,B,3,1,D,11-12-13,11-12-13,1/28/14,1,288,10:10:00 AM,10:10 AM,10.17,11:30:00 AM,11:30 AM,11.5,M W,DAL2,DAL,2
140,364,ECON,B,3,1,D,11-12-13,11-12-13,11-12-13,1,149,1:10:00 PM, 1:10 PM,13.17,4:00:00 PM, 4:00 PM,16,W,DAL25,DAL,25
140,58,POLS,H,2,1,E,11-12-13,11-12-13,,1,157,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,HLL107,HLL,107
140,40,ECON,B,2,1,E,11-12-13,11-12-13,,1,288,2:40:00 PM, 2:40 PM,14.67,4:00:00 PM, 4:00 PM,16,M W,TH224,TH,224
140,163,ENGL,H,2,1,E,11-12-13,11-12-13,,1,82,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,WDS,WDS,
141,709,PHYS,H,1,2,D,11/14/13,11/14/13,1/27/14,1,56,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,ESTW309,ESTW,309
141,223,SOCL,H,3,1,E,1/27/14,1/27/14,,1,170,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,M,GST103,GST,103
141,709,PHYS,H,1,00B,D,11/14/13,11/14/13,1/27/14,0,,1:15:00 PM, 1:15 PM,13.25,4:00:00 PM, 4:00 PM,16,W,HLS105,HLS,105
141,343,GEOL,B,3,2,E,11/14/13,11/14/13,,1,221,9:55:00 AM, 9:55 AM,9.92,11:15:00 AM,11:15 AM,11.3,T H,PK259,PK,259
141,478,MATH,H,2,1,E,11/14/13,11/14/13,,1,33,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STOAUD,STO,AUD
141,117,POLS,S,0,1,E,2/25/14,2/25/14,,1,,6:10:00 PM, 6:10 PM,18.17,8:45:00 PM, 8:45 PM,20.8,H,,,
142,531,ANTH,B,2,1,E,1/25/14,1/25/14,,1,10,2:25:00 PM, 2:25 PM,14.42,3:45:00 PM, 3:45 PM,15.8,T H,DAL6,DAL,6
142,134,ANTH,H,2,1,D,11-08-13,11-08-13,1/25/14,1,160,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,GST103,GST,103
142,174,GEOL,B,1,1,D,11-08-13,11-08-13,12-02-13,0.5,221,11:10:00 AM,11:10 AM,11.17,12:00:00 PM,12:00 PM,12,M W F,PK259,PK,259
142,305,ENGL,H,2,1,E,1/25/14,1/25/14,,1,67,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO16,STO,16
142,328,HIST,H,2,1,E,11-08-13,11-08-13,,1,212,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STOAUD,STO,AUD
142,56,ANTH,B,2,1,D,11-08-13,11-08-13,1/25/14,1,313,12:10:00 PM,12:10 PM,12.17,1:00:00 PM, 1:00 PM,13,M W F,TH104,TH,104
142,133,PSYC,H,3,1,E,1/25/14,1/25/14,,1,27,1:30:00 PM, 1:30 PM,13.50,4:00:00 PM, 4:00 PM,16,F,,,
142,318,MUSC,H,1,1,D,11-08-13,11-08-13,1/25/14,0.5,269,7:00:00 PM, 7:00 PM,19.00,8:00:00 PM, 8:00 PM,20,T,,,
143,360,ENGL,H,3,1,E,11/16/13,11/16/13,,1,124,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL112,HLL,112
143,309,HIST,H,1,1,E,1/27/14,1/27/14,,1,300,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,HLL201,HLL,201
143,344,PSYC,H,2,1,D,11/16/13,11/16/13,1/27/14,1,248,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA410,SHA,410
143,45,PSYC,H,2,1,E,11/16/13,11/16/13,,1,179,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,SHA410,SHA,410
143,128,PSYC,H,3,1,D,11/16/13,11/16/13,1/27/14,1,87,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,M,SHA410,SHA,410
143,305,ENGL,H,2,1,E,1/27/14,1/27/14,,1,67,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,STO16,STO,16
144,466,RELG,H,2,1,D,11-10-13,11-10-13,1/21/14,1,266,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,CHSAUD,CHS,AUD
144,323,GERM,H,0,1,E,11-10-13,11-10-13,,1,44,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,GST102,GST,102
144,717,RELG,H,1,1,E,11-10-13,11-10-13,,1,182,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,HLL107,HLL,107
144,60,WRPR,H,1,1,E,11/15/13,11/15/13,,1,127,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,STO119,STO,119
144,701,CITY,B,1,1,E,11-10-13,11-10-13,,1,253,11:10:00 AM,11:10 AM,11.17,12:00:00 PM,12:00 PM,12,M W F,TH110,TH,110
145,440,ENGL,H,3,1,D,11-06-13,11-06-13,1/27/14,1,171,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,HLL107,HLL,107
145,454,ENGL,H,2,2,E,11-06-13,11-06-13,,1,285,10:00:00 AM,10:00 AM,10.00,11:00:00 AM,11:00 AM,11,T H,HLL201,HLL,201
145,572,ENGL,H,3,1,E,1/29/14,1/29/14,,1,267,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,LNKL309,LNKL,309
146,311,PHIL,H,2,1,D,11/14/13,11/14/13,1/22/14,1,241,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,HLL106,HLL,106
146,322,PHYS,H,1,00B,E,1/23/14,1/23/14,,0,,1:15:00 PM, 1:15 PM,13.25,4:00:00 PM, 4:00 PM,16,W,HLS105,HLS,105
146,322,PHYS,H,1,00A,D,11/14/13,11/14/13,1/23/14,0,,1:15:00 PM, 1:15 PM,13.25,4:00:00 PM, 4:00 PM,16,T,HLS105,HLS,105
146,322,PHYS,H,1,1,E,1/23/14,1/23/14,,1,13,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,HLS108,HLS,108
146,631,BIOL,H,3,1,D,11/14/13,11/14/13,1/22/14,0.5,225,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,SHA217,SHA,217
146,365,BIOL,H,3,1,E,11/14/13,11/14/13,,0.5,192,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,SHA217,SHA,217
146,528,CMSC,H,3,1,E,11/14/13,11/14/13,,1,282,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,SHA412,SHA,412
147,659,EDUC,H,2,1,E,11/15/13,11/15/13,,1,180,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,CHS101,CHS,101
147,631,BIOL,H,3,1,E,1/30/14,1/30/14,,0.5,225,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,SHA217,SHA,217
147,365,BIOL,H,3,1,E,11/15/13,11/15/13,,0.5,192,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,SHA217,SHA,217
147,573,BIOL,H,4,1,E,11/15/13,11/15/13,,0.5,296,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M,SHAAUD,SHA,AUD
148,500,CHEM,H,3,1,E,11-05-13,11-05-13,,0.5,137,3:00:00 PM, 3:00 PM,15.00,4:00:00 PM, 4:00 PM,16,F,HLS109,HLS,109
148,308,CMSC,H,2,1,E,11-05-13,11-05-13,,1,304,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,HLS109,HLS,109
148,565,CMSC,H,2,1,E,11-05-13,11-05-13,,1,273,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,SHA412,SHA,412
149,585,ANTH,H,2,1,D,11-11-13,11-11-13,1/21/14,1,97,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,CHS101,CHS,101
149,115,ANTH,H,1,1,E,11-11-13,11-11-13,,1,97,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,CHS101,CHS,101
149,296,MATH,B,2,2,E,1/18/14,1/18/14,,1,59,1:10:00 PM, 1:10 PM,13.17,2:00:00 PM, 2:00 PM,14,M W F,PK338,PK,338
149,405,MATH,B,2,2,E,1/18/14,1/18/14,,1,271,11:10:00 AM,11:10 AM,11.17,12:00:00 PM,12:00 PM,12,M W F,PK349,PK,349
149,405,MATH,B,2,1,D,11-11-13,11-11-13,1/18/14,1,271,10:10:00 AM,10:10 AM,10.17,11:00:00 AM,11:00 AM,11,M W F,PK349,PK,349
149,29,ECON,H,2,1,D,11-11-13,11-11-13,1/18/14,1,215,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,W F,STO16,STO,16
149,328,HIST,H,2,1,E,11-11-13,11-11-13,,1,212,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,STOAUD,STO,AUD
150,311,PHIL,H,2,1,D,11-10-13,11-10-13,1/21/14,1,241,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,M W,HLL106,HLL,106
150,108,HIST,H,1,1,D,11-10-13,11-10-13,1/21/14,1,105,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,HLS109,HLS,109
150,408,POLS,H,2,1,E,1/21/14,1/21/14,,1,21,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,MAGILLMR,MAGILL,MORLEY ROO
150,72,POLS,H,2,1,E,11-10-13,11-10-13,,1,21,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,STO18,STO,18
150,9,POLS,H,3,1,E,11-10-13,11-10-13,,1,281,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,M,STO301,STO,301
150,318,MUSC,H,1,1,D,11-10-13,11-10-13,1/21/14,0.5,269,7:00:00 PM, 7:00 PM,19.00,8:00:00 PM, 8:00 PM,20,T,,,
151,199,HIST,H,2,1,E,11-10-13,11-10-13,,1,239,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,HLL107,HLL,107
151,669,CMSC,H,3,1,E,11-10-13,11-10-13,,1,224,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,HLS108,HLS,108
151,565,CMSC,H,2,1,D,1/24/14,11-10-13,1/24/14,1,273,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,SHA412,SHA,412
151,528,CMSC,H,3,1,E,11-10-13,11-10-13,,1,282,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,M W,SHA412,SHA,412
152,412,PSYC,H,2,1,E,1/24/14,1/24/14,,1,27,2:30:00 PM, 2:30 PM,14.50,4:00:00 PM, 4:00 PM,16,T H,SHA410,SHA,410
152,344,PSYC,H,2,1,E,11/14/13,11/14/13,,1,248,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA410,SHA,410
152,63,PSYC,H,2,1,D,11/14/13,11/14/13,1/28/14,1,31,7:30:00 PM, 7:30 PM,19.50,10:00:00 PM,10:00 PM,22,T,SHA410,SHA,410
152,416,RELG,H,1,1,E,11/14/13,11/14/13,,1,169,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,M W,SHA412,SHA,412
152,651,BIOL,H,2,1,E,11/14/13,11/14/13,,1,296,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,SHAAUD,SHA,AUD
152,651,BIOL,H,2,00D,E,11/14/13,11/14/13,,0,246,1:00:00 PM, 1:00 PM,13.00,4:00:00 PM, 4:00 PM,16,F,,,
153,297,FREN,H,0,00E,E,11-06-13,11-06-13,,0,38,7:00:00 PM, 7:00 PM,19.00,8:00:00 PM, 8:00 PM,20,H,HLL6,HLL,6
153,669,CMSC,H,3,1,E,11-06-13,11-06-13,,1,224,10:00:00 AM,10:00 AM,10.00,11:30:00 AM,11:30 AM,11.5,T H,HLS108,HLS,108
153,308,CMSC,H,2,1,E,11-06-13,11-06-13,,1,304,11:30:00 AM,11:30 AM,11.50,12:30:00 PM,12:30 PM,12.5,M W F,HLS109,HLS,109
153,565,CMSC,H,2,1,E,11-06-13,11-06-13,,1,273,1:00:00 PM, 1:00 PM,13.00,2:30:00 PM, 2:30 PM,14.5,T H,SHA412,SHA,412
153,297,FREN,H,0,1,E,11-06-13,11-06-13,,1,172,10:30:00 AM,10:30 AM,10.50,11:30:00 AM,11:30 AM,11.5,M W F,STO119,STO,119
154,98,SPAN,H,0,1,D,11-09-13,11-09-13,1/20/14,1,4,9:30:00 AM, 9:30 AM,9.50,10:30:00 AM,10:30 AM,10.5,M W F,HLL6,HLL,6
154,563,MATH,H,1,1,E,1/20/14,1/20/14,,1,261,1:30:00 PM, 1:30 PM,13.50,2:30:00 PM, 2:30 PM,14.5,M W F,HLS108,HLS,108
154,720,CHEM,H,1,1,D,11-10-13,11-10-13,1/20/14,1,95,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,SHA412,SHA,412
154,514,LING,H,1,1,E,1/20/14,1/20/14,,1,292,11:30:00 AM,11:30 AM,11.50,1:00:00 PM, 1:00 PM,13,T H,STO10,STO,10
